"sys_created_on","number","short_description","description","u_error_symptoms","tags"
"2025-02-07 05:15:08","INC41445547","IRIS outage: INTEGRATED Rx INFORMATION SYSTEM - Outage Notification - Friday 2/7/2025 01:00am CT - Friday 2/7/2025 5:00am CT","IRIS outage: INTEGRATED Rx INFORMATION SYSTEM - Outage Notification - Friday 2/7/2025 01:00am CT - Friday 2/7/2025 5:00am CT When it is happening: IRIS is scheduled to have outage as per below details (for your reference  CHG2600983) Begin Date 2/7/2025 	 Begin Time 01:00 AM CT 	 End Date 2/7/2025 	 End Time 5:00 AM CT 	 Duration 4hours  What is the impact: During these 4 hours application will not be available for the bots to process the inventory.  Action taken by Support team: Support Ops team will pause the above automations prior to 1:00 AM CT on 2/7/2025. Support Ops team will resume the above automations after 5:00 AM CT on 2/7/2025.   List of automations: (Would be paused during the IRIS downtime)  ORX COGNITIVE MRD HOLD RELEASE AUTOMATION ORX DEX 7X ORX HDP COGNITIVE ANALYTICS AIT AUTOMATION ORX HDP COGNITIVE FINAL FAX AUTOMATION ORX HDP COGNITIVE FORMULARY SELECTION ORX HDP COGNITIVE RESENDS AUTOMATION ORX HDP COGNITIVE STATE REGULATION AUTOMATION ORX HDP ELIGIBILITY CHECK AND PLAN TERMINATION ORX HDP ELIGIBILITY CHECK AUTOMATION ORX HDP FAX FAIL ORX HDP FIRST FILL HOLD ORX HDP INBOUND RX TRANSFER ORX HDP OOS Proactive Outreach ORX HDP ORDER VALIDATION ORX HDP ORPHAN PSC CANCELLATION ORX HDP PA REJECT 75 ORX HDP PATIENT ID_2024 ORX HDP Prescriber ID ORX HDP REALTIME PA UPDATES ORX HDP REJECT CODE 70 ORX HDP REJECT CODE 76 ORX HDP REPROCESS PV HOLD ORX HDP RETURN ASSIST ORX HDP SPH M3P PLAN AUTOMATION ORX HDP SUCCESS FILE PROCESSING ORX HDP TRANSFER ASSIST ORX HPC FINAL FAX ORX SPH COGNITIVE MRD HOLD RELEASE ORX SPH ELIGIBILITY CHECK SPECIALTY RX ORX SPH LCA AUTOMATION ORX SPH PRICE CHECK FAILURE AUTOMATION ORX SPH PRIOR AUTHORIZATION ORX SPH SPECIALTY CMP DIALER ORX SPH SPECIALTY DATA CHECK VALIDATION ORX SPH SPECIALTY DATE OF SERVICE ORX SPH SPECIALTY HUB REFERRAL ORX SPH SPECIALTY MBI (NEW ORDER) ORX SPH SPECIALTY MBI (REORDER) ORX SPH SPECIALTY PA DISPOSITION ORX SPH SPECIALTY REAL TIME CMM AND PA ORX SPH SPECIALTY REFILL TOO SOON AND DUR88 REJECT ORX SPH SPECIALTY REJECT 76 ORX SPH SPECIALTY SALES PA HOLD ORX SPH SPECIALTY SALES SELECT PA AUTOMATION ORX SPH SPECIALTY WEB REFILL ORDER SETUP ORX SPH FAX RESEND SPECIALTY EAA-ORX-HDP-CarrierReturns EAA-ORX-SPH-PSSC-Dialer-Documentation EAA-ORX-SPH-Duration Consent Notes ","","User Request"
"2025-02-07 07:19:31","INC41446003","Need IRIS TS02 access","msid: kshashid employeeid: 001474694  Please provide access to IRIS TS02 with following responsibilities:  Pharmacist OM Super User Specialty Pharmacist ORx CS Navigator Rep","","User Request"
"2025-02-07 07:25:46","INC41446097","IRIS (Integrated Rx Information System) - Unable to Launch IRIS - Hmmmmm.....Can't reach this page.","We are having issue with  IRIS. ","Launch Issues","Launch Issues"
"2025-02-07 07:34:05","INC41446136","Self Service Ticket","TS01 Concurrent Jobs are completing in Error , Unable to close Orders , getting Adj failed Holds  Product entered by customer: ","","Order Issue"
"2025-02-07 07:34:16","INC41446089","Need access to TS02 (msid-  asrivai, msatyan7)","Need access to TS02 instance. Please refer the attached document for details.","","User Request"
"2025-02-07 10:44:21","INC41447021","IRIS (Integrated Rx Information System) - Unable to find issue for IRIS (Integrated Rx Information System)","While searching members in IRIS TS02, unable to fetch member details using Member ID","Unable to find issue for IRIS (Integrated Rx Information System)","Errors, User Request"
"2025-02-07 12:15:52","INC41447548","IRIS (Integrated Rx Information System) - Fatal: Initialization Error: Could nout initialize applet. For more information click ""more information button""","I have a new for some reason IRIS is not working.","IRIS not launching","Launch Issues, Errors"
"2025-02-07 12:19:49","INC41447577","IRIS: One member is unable to add cc on his profile","Issues entering ppt credit card. ","","Payment"
"2025-02-07 13:16:10","INC41448281","ORx Pharmacy Control System (Orlando) - shipped orders not closed in wms and iris  assign to orx_pcs_ov_spt","shipped orders not closed in wms and iris  assign to orx_pcs_ov_spt","shipped orders not closed in wms and iris  assign to orx_pcs_ov_spt","Order Issue"
"2025-02-07 13:19:06","INC41448057","Adjudication reversal issue .","For one line  reversal line created but its not processed,one more issue is we got response from BPEL and everything is successfull but reversal line not created   ""could you help me on this if this issue is related to SOA""","","Errors"
"2025-02-07 13:19:42","INC41448365","IRIS (Integrated Rx Information System) -Password reset  Iris","I have my credentials back, and I click I forgot password on Iris and was advise by my supervisor to contact service desk","Too many pending requests already exist in the system. Please check your email or contact the System Administrator for further assistance","Password, Errors"
"2025-02-07 13:29:45","INC41448476","IRIS release 10.5.6 support","SOA support during IRIS release 10.5.6.","","?"
"2025-02-07 13:37:01","INC41448741","Iris  - The card was declined for unknown reason","ppt is having issues entering cc into system. When we or ppt try to enter info we keep getting error message.  This all started on 1/31/25. PPT cc expiration date needed to be updated. It was updated but cc was not going thru. PPT called back and bank adv everyting was resolved and cc should go thru. But when ppt called back cc was not going thru. that caused rep to remove cc. after removing cc we have not been able to add it back. ppt is having same issue.  Product entered by customer: iris","The card was declined for unknown reason","Payment"
"2025-02-07 13:37:50","INC41448766","unable to open iris ","unable to open iris ","","Launch Issues"
"2025-02-07 13:40:11","INC41448823","CH-Orders Not Closed in IRIS","CH-Orders Not Closed in IRIS  Product entered by customer: iris","","?"
"2025-02-07 13:45:38","INC41448924"," IRIS Login Issue","change password not taking new password","","Password, User Login"
"2025-02-07 13:51:49","INC41449059","IRIS (Integrated Rx Information System) - Unable to Login","I am unable to log in to IRIS ","unable to log in to IRIS ","User Login"
"2025-02-07 13:58:34","INC41449132","IRIS (Integrated Rx Information System) - Unable to get the Billing Manger Doc","im unable to get the Billing AR documents","im unable to get the Billing AR documents","?"
"2025-02-07 14:12:29","INC41449630","Selected Issue: IRIS","I just changed my password  and it still wont let me on with the new password ","","Password"
"2025-02-07 14:19:16","INC41449812","IRIS FND_CONCURRENT_PROGRAMS field  with speical characters","We currently get the data for the table ""APPLSYS.FND_CONCURRENT_PROGRAMS"" from IRIS into Kafka topic through CDC. We were earlier getting one of the fields as ""IPROG_ID"", which is now available in the table as ""IPROG_ID#1"". CDC is now not able to pull this field and write it to kafka since the field contains special characters. CDC is currently sending all other fields except this one.  •	Earlier versions schema: http://kaas-prod-schema-registry-a.optum.com/subjects/claas.ATTPROD.RXS.APPLSYS.FND_CONCURRENT_PROGRAMS-value/versions/1 •	Current version schema: http://kaas-prod-schema-registry-a.optum.com/subjects/claas.ATTPROD.RXS.APPLSYS.FND_CONCURRENT_PROGRAMS-value/versions/3  We are reaching out to you to understand if you know when this change happened and why is there a special character in the field name.   If you could provide us any information around this or guide us to someone who can provide any input please, that would be of great help.   Regards, Tapas ","","?"
"2025-02-07 14:41:35","INC41450475","We believe Trend Micros is scan storming the E: on several Altiris servers, and need to confirm that and stop it if so","These are the servers we believe we see this on, and we need to investigate if that might be happening on other Altiris servers too: apvep37462 apvep35956 dsmep0647 apvep37507 apvep55903 dsmep0662 apvep80045 apvep57041 apvep57039 apvep57038","","?"
"2025-02-07 14:43:45","INC41450647","IRIS (Integrated Rx Information System) - Unable to add favorites","I am trying to login to IRIS it is not showing any of my favorites it won't let me add favorites also it shows I have 0 responsibilities so I don't know what's going on","it won't let me add favorites also it shows I have 0 responsibilities ","?"
"2025-02-07 14:44:05","INC41450661","IRIS (Integrated Rx Information System)  - Request to Access AR SuperUser","How to request access Super User in IRIS TS02","","User Login"
"2025-02-07 14:44:05","INC41450658","IRIS (Integrated Rx Information System) - Launch Issues","I am trying to login to IRIS it is not showing any of my favorites it won't let me add favorites also it shows I have 0 responsibilities so I don't know what's going on","unable to launched the iris application","Launch Issues"
"2025-02-07 14:56:27","INC41450168","IRIS - Maintenance activity ","Maintenance activity to resuming data load pipelines and refreshed data in all IRIS tables in DMA ","","Data Fix, User Request"
"2025-02-07 15:01:07","INC41451186","IRIS (Integrated Rx Information System)-not responding","I am trying to log into IRIS","not responding","Latency, User Login"
"2025-02-07 15:03:44","INC41451181","Request Access to TS02","Request Access to TS02 - Please refer to document for details","","?"
"2025-02-07 15:08:59","INC41451410","Please share the payload ","Hi SOA Team,  Please share the payload for the below Med commid .  5302538574 ","","?"
"2025-02-07 15:43:43","INC41452478","RXS Imaging - Any Slowness in Loading Images or fFxes for PAS /IRIS","Yeah, I have trouble with my Iris. For some reason it's just loading and it's not going anywhere. It's kind of like stuck."," Any Slowness in Loading Images or fFxes for PAS /IRIS","Errors, nonsense"
"2025-02-07 16:54:00","INC41454612","T-Mobile - IRIS - closed out and will not opening.","Iris closed out. Attempted to log back in and it is not opening","","User Login, Crash"
"2025-02-07 16:59:47","INC41454770","IRIS (Integrated Rx Information System) - Unable to find issue for IRIS (Integrated Rx Information System)","I am not able to see the queue in IRIS","Missing queue in homepage","Errors"
"2025-02-07 17:07:43","INC41454996","IRIS - Patient being opted in to text in IRIS","Patient being opted in to text in IRIS, receives a text telling them they were opted in but when IRIS is refreshed the text opt in checkbox is no longer checked. Need to understand if this is a known issue already.","Patient being opted in to text in IRIS","?"
"2025-02-07 17:27:37","INC41455528","IRIS latency issue","IRIS is moving super slow,  its takes forever to load ended task and clear cache but still same issue occurring .","","Latency"
"2025-02-07 17:42:00","INC41455871","IRIS (Integrated Rx Information System), unable to reset password","I'm trying to log on to my iris and umm it's giving me to change the password and I attempted several times and it's not letting me."," unable to reset password","Password, User Login"
"2025-02-07 17:50:04","INC41456091","IRIS (Integrated Rx Information System) - Unable to find issue for IRIS (Integrated Rx Information System)",">>this issue regarding my IRIS and unable to proceed with payment ",">>this issue regarding my IRIS and unable to proceed with payment ","Errors"
"2025-02-07 18:02:13","INC41456386","iris - app jtf error","I'm just calling today because I was trying I was doing something Iris and then it just kept on like saying program error. Please inform your System Administrator support representative regarding like a report like a error. Umm. So I'm trying to see what I can do here.","app jtf error","Errors, nonsense"
"2025-02-07 18:06:18","INC41456497","IRIS (Integrated Rx Information System) - Unable to Login","I just got back this week and I was out because of leave and the only issue that I have right now is Iris, but I tried to reset the password, but I was not able to receive the notification from my email.","login failed","Password, User Login"
